,serial number,timestamp,ID,App ID,Function,Attribute,Value,Lower bound,Upper bound
41,193,2022-12-20 14:59:44.065532,5c83f171fff8430001e997b4,105231,select_reject_application,unfair,"[{'attribute': '100241_Age', 'value': '0.049'}, {'attribute': '106647_Owns Car', 'value': '0.065'}, {'attribute': '106488_Age', 'value': '0.044'}, {'attribute': '100278_Loan annuity', 'value': '0.039'}, {'attribute': '104860_Income', 'value': '0.036'}, {'attribute': '104860_Gender', 'value': '0.045'}, {'attribute': '103570_Gender', 'value': '0.04'}, {'attribute': '106488_Number of children', 'value': '0.023'}, {'attribute': '105231_Owns Car', 'value': '0.036'}, {'attribute': '106401_Age', 'value': '0.049'}, {'attribute': '105231_Age', 'value': '0.036'}, {'attribute': '100278_Age', 'value': '0.049'}, {'attribute': '103570_Age', 'value': '0.036'}, {'attribute': '106647_Gender', 'value': '0.045'}, {'attribute': '105035_Income', 'value': '0.035'}, {'attribute': '104860_Number of children', 'value': '0.021'}, {'attribute': '103102_Income', 'value': '0.038'}, {'attribute': '100278_Owns Property', 'value': '0.036'}, {'attribute': '104860_Age', 'value': '0.044'}, {'attribute': '105035_Years in current employment', 'value': '0.046'}, {'attribute': '106802_Owns Car', 'value': '0.054'}, {'attribute': '100445_Income', 'value': '0.039'}, {'attribute': '105231_Housing situation', 'value': '0.032'}, {'attribute': '106488_Income', 'value': '0.042'}, {'attribute': '101367_Years in current employment', 'value': '0.03'}, {'attribute': '105035_Owns Car', 'value': '0.041'}, {'attribute': '106802_Age', 'value': '0.045'}, {'attribute': '105035_Gender', 'value': '0.038'}, {'attribute': '100278_Owns Car', 'value': '0.039'}, {'attribute': '106401_Income', 'value': '0.038'}, {'attribute': '100278_Income', 'value': '0.035'}, {'attribute': '103102_Family status', 'value': '0.034'}, {'attribute': '106401_Gender', 'value': '0.043'}, {'attribute': '103102_Gender', 'value': '0.038'}, {'attribute': '101367_Owns Property', 'value': '0.019'}, {'attribute': '106488_Owns Car', 'value': '0.045'}, {'attribute': '103570_Income', 'value': '0.049'}, {'attribute': '103570_Years in current employment', 'value': '0.032'}, {'attribute': '101367_Income', 'value': '0.036'}, {'attribute': '104860_Owns Car', 'value': '0.043'}, {'attribute': '106401_Owns Car', 'value': '0.054'}, {'attribute': '106802_Loan annuity', 'value': '0.026'}, {'attribute': '100278_Family status', 'value': '0.029'}, {'attribute': '106802_Gender', 'value': '0.038'}, {'attribute': '106802_Number of children', 'value': '0.035'}, {'attribute': '104860_Owns Property', 'value': '0.017'}, {'attribute': '103102_Age', 'value': '0.04'}, {'attribute': '105231_Family status', 'value': '0.034'}, {'attribute': '105231_Gender', 'value': '0.037'}, {'attribute': '100241_Gender', 'value': '0.038'}, {'attribute': '100241_Income', 'value': '0.033'}, {'attribute': '105035_Housing situation', 'value': '0.023'}, {'attribute': '105231_Loan annuity', 'value': '0.042'}, {'attribute': '100445_Loan annuity', 'value': '0.035'}, {'attribute': '100241_Years in current employment', 'value': '0.034'}, {'attribute': '100278_Housing situation', 'value': '0.027'}, {'attribute': '106802_Years in current employment', 'value': '0.047'}, {'attribute': '103102_Owns Car', 'value': '0.041'}, {'attribute': '100445_Owns Car', 'value': '0.04'}, {'attribute': '103570_Loan annuity', 'value': '0.038'}, {'attribute': '101367_Number of children', 'value': '0.031'}, {'attribute': '100278_Number of children', 'value': '0.04'}, {'attribute': '104860_Years in current employment', 'value': '0.036'}]",0.0,0.0
42,195,2022-12-20 14:59:53.266149,5c83f171fff8430001e997b4,106585,select_applications,None,106585,None,None
43,2,2022-12-20 14:49:07.231314,5c69824b98f65b0001353794,106647,select_applications,None,106647,None,None
44,4,2022-12-20 14:50:18.481381,5c69824b98f65b0001353794,106647,select_reject_application,unfair,[],0.0,0.0
45,6,2022-12-20 14:50:29.699208,5c69824b98f65b0001353794,106401,select_applications,None,106401,None,None
46,8,2022-12-20 14:51:13.972055,5c69824b98f65b0001353794,106401,select_reject_application,unfair,[],0.0,0.0
47,14,2022-12-20 14:51:53.694913,5c69824b98f65b0001353794,106401,select_reject_application,fair,[],0.0,0.0
48,16,2022-12-20 14:51:55.516552,5c69824b98f65b0001353794,106401,select_reject_application,unfair,[],0.0,0.0
49,22,2022-12-20 14:52:36.215457,5c69824b98f65b0001353794,106488,select_applications,None,106488,None,None
50,25,2022-12-20 14:53:54.936277,5c69824b98f65b0001353794,106488,select_reject_application,unfair,[],0.0,0.0
51,27,2022-12-20 14:54:29.324788,5c69824b98f65b0001353794,101367,select_applications,None,101367,None,None
52,29,2022-12-20 14:54:44.109911,5c69824b98f65b0001353794,101367,select_reject_application,unfair,[],0.0,0.0
53,32,2022-12-20 14:54:53.410836,5c69824b98f65b0001353794,100241,select_applications,None,100241,None,None
54,35,2022-12-20 14:55:10.297095,5c69824b98f65b0001353794,100241,select_reject_application,unfair,[],0.0,0.0
55,37,2022-12-20 14:55:16.542942,5c69824b98f65b0001353794,106802,select_applications,None,106802,None,None
56,40,2022-12-20 14:55:26.406864,5c69824b98f65b0001353794,106802,select_reject_application,unfair,[],0.0,0.0
57,43,2022-12-20 14:55:33.360124,5c69824b98f65b0001353794,105035,select_applications,None,105035,None,None
58,46,2022-12-20 14:55:42.610632,5c69824b98f65b0001353794,105035,select_reject_application,unfair,[],0.0,0.0
59,48,2022-12-20 14:55:47.558452,5c69824b98f65b0001353794,104860,select_applications,None,104860,None,None
60,51,2022-12-20 14:56:01.620007,5c69824b98f65b0001353794,104860,select_reject_application,unfair,[],0.0,0.0
61,53,2022-12-20 14:56:10.663338,5c69824b98f65b0001353794,103570,select_applications,None,103570,None,None
62,56,2022-12-20 14:56:16.741046,5c69824b98f65b0001353794,103570,select_reject_application,unfair,[],0.0,0.0
63,58,2022-12-20 14:56:24.435758,5c69824b98f65b0001353794,100445,select_applications,None,100445,None,None
64,61,2022-12-20 14:56:35.616045,5c69824b98f65b0001353794,100445,select_reject_application,unfair,[],0.0,0.0
65,63,2022-12-20 14:56:42.562409,5c69824b98f65b0001353794,103102,select_applications,None,103102,None,None
66,64,2022-12-20 14:56:45.266269,5c69824b98f65b0001353794,100278,select_applications,None,100278,None,None
67,66,2022-12-20 14:56:50.217897,5c69824b98f65b0001353794,100278,select_reject_application,unfair,[],0.0,0.0
68,71,2022-12-20 14:57:05.306667,5c69824b98f65b0001353794,103102,select_reject_application,unfair,[],0.0,0.0
69,73,2022-12-20 14:57:11.255384,5c69824b98f65b0001353794,105231,select_applications,None,105231,None,None
70,76,2022-12-20 14:57:21.973219,5c69824b98f65b0001353794,105231,select_reject_application,unfair,[],0.0,0.0
71,78,2022-12-20 14:57:27.693079,5c69824b98f65b0001353794,106585,select_applications,None,106585,None,None
72,81,2022-12-20 14:57:34.045746,5c69824b98f65b0001353794,106585,select_reject_application,unfair,[],0.0,0.0
73,83,2022-12-20 14:57:40.021261,5c69824b98f65b0001353794,104410,select_applications,None,104410,None,None
74,87,2022-12-20 14:57:46.558229,5c69824b98f65b0001353794,104410,select_reject_application,unfair,[],0.0,0.0
75,89,2022-12-20 14:57:52.579504,5c69824b98f65b0001353794,105067,select_applications,None,105067,None,None
76,92,2022-12-20 14:58:04.096426,5c69824b98f65b0001353794,105067,select_reject_application,unfair,[],0.0,0.0
77,94,2022-12-20 14:58:09.940428,5c69824b98f65b0001353794,105802,select_applications,None,105802,None,None
78,97,2022-12-20 14:58:17.250481,5c69824b98f65b0001353794,105802,select_reject_application,unfair,[],0.0,0.0
79,99,2022-12-20 14:58:22.701758,5c69824b98f65b0001353794,104398,select_applications,None,104398,None,None
80,102,2022-12-20 14:58:28.647722,5c69824b98f65b0001353794,104398,select_reject_application,unfair,[],0.0,0.0
81,104,2022-12-20 14:58:34.933242,5c69824b98f65b0001353794,101715,select_applications,None,101715,None,None
82,107,2022-12-20 14:58:51.869825,5c69824b98f65b0001353794,101715,select_reject_application,unfair,[],0.0,0.0
83,109,2022-12-20 14:58:57.024834,5c69824b98f65b0001353794,102701,select_applications,None,102701,None,None
84,112,2022-12-20 14:59:04.314191,5c69824b98f65b0001353794,102701,select_reject_application,unfair,[],0.0,0.0
85,114,2022-12-20 14:59:18.497163,5c69824b98f65b0001353794,104921,select_applications,None,104921,None,None
86,115,2022-12-20 14:59:25.064567,5c69824b98f65b0001353794,106354,select_applications,None,106354,None,None
87,117,2022-12-20 14:59:29.970944,5c69824b98f65b0001353794,106354,select_reject_application,unfair,[],0.0,0.0
88,119,2022-12-20 14:59:35.230863,5c69824b98f65b0001353794,105672,select_applications,None,105672,None,None
89,122,2022-12-20 14:59:43.731140,5c69824b98f65b0001353794,105672,select_reject_application,unfair,[],0.0,0.0
90,124,2022-12-20 14:59:50.113135,5c69824b98f65b0001353794,104320,select_applications,None,104320,None,None
91,127,2022-12-20 14:59:59.914836,5c69824b98f65b0001353794,104320,select_reject_application,unfair,[],0.0,0.0
92,129,2022-12-20 15:00:06.413643,5c69824b98f65b0001353794,101225,select_applications,None,101225,None,None
93,132,2022-12-20 15:00:12.316470,5c69824b98f65b0001353794,101225,select_reject_application,unfair,[],0.0,0.0
94,134,2022-12-20 15:00:17.590069,5c69824b98f65b0001353794,103420,select_applications,None,103420,None,None
95,137,2022-12-20 15:00:28.779935,5c69824b98f65b0001353794,103420,select_reject_application,unfair,[],0.0,0.0
96,139,2022-12-20 15:00:34.212636,5c69824b98f65b0001353794,102450,select_applications,None,102450,None,None
97,142,2022-12-20 15:00:40.271394,5c69824b98f65b0001353794,102450,select_reject_application,unfair,[],0.0,0.0
98,144,2022-12-20 15:00:51.230378,5c69824b98f65b0001353794,105528,select_applications,None,105528,None,None
99,147,2022-12-20 15:00:58.689676,5c69824b98f65b0001353794,105528,select_reject_application,unfair,[],0.0,0.0
100,151,2022-12-20 15:01:12.460348,5c69824b98f65b0001353794,101008,select_applications,None,101008,None,None
101,154,2022-12-20 15:01:21.588194,5c69824b98f65b0001353794,101008,select_reject_application,unfair,[],0.0,0.0
102,156,2022-12-20 15:01:26.900783,5c69824b98f65b0001353794,105807,select_applications,None,105807,None,None
103,159,2022-12-20 15:01:33.125747,5c69824b98f65b0001353794,105807,select_reject_application,unfair,[],0.0,0.0
104,161,2022-12-20 15:01:38.075558,5c69824b98f65b0001353794,100740,select_applications,None,100740,None,None
105,164,2022-12-20 15:01:46.705682,5c69824b98f65b0001353794,100740,select_reject_application,unfair,[],0.0,0.0
106,166,2022-12-20 15:01:51.974841,5c69824b98f65b0001353794,101427,select_applications,None,101427,None,None
107,169,2022-12-20 15:01:59.003550,5c69824b98f65b0001353794,101427,select_reject_application,unfair,[],0.0,0.0
108,172,2022-12-20 15:02:05.822915,5c69824b98f65b0001353794,106314,select_applications,None,106314,None,None
109,176,2022-12-20 15:02:13.315311,5c69824b98f65b0001353794,106314,select_reject_application,unfair,[],0.0,0.0
110,178,2022-12-20 15:02:19.272596,5c69824b98f65b0001353794,101697,select_applications,None,101697,None,None
111,181,2022-12-20 15:02:53.258662,5c69824b98f65b0001353794,101697,select_reject_application,unfair,[],0.0,0.0
112,183,2022-12-20 15:03:00.731704,5c69824b98f65b0001353794,101976,select_applications,None,101976,None,None
113,186,2022-12-20 15:03:07.028449,5c69824b98f65b0001353794,101976,select_reject_application,unfair,[],0.0,0.0
114,189,2022-12-20 15:03:12.512671,5c69824b98f65b0001353794,102933,select_applications,None,102933,None,None
115,192,2022-12-20 15:03:18.949606,5c69824b98f65b0001353794,102933,select_reject_application,unfair,[],0.0,0.0
116,194,2022-12-20 15:03:24.124939,5c69824b98f65b0001353794,100982,select_applications,None,100982,None,None
117,197,2022-12-20 15:03:33.269608,5c69824b98f65b0001353794,100982,select_reject_application,unfair,[],0.0,0.0
118,199,2022-12-20 15:03:38.198672,5c69824b98f65b0001353794,103025,select_applications,None,103025,None,None
119,202,2022-12-20 15:03:45.681955,5c69824b98f65b0001353794,103025,select_reject_application,unfair,[],0.0,0.0
120,204,2022-12-20 15:03:50.545789,5c69824b98f65b0001353794,100568,select_applications,None,100568,None,None
121,208,2022-12-20 15:03:55.913454,5c69824b98f65b0001353794,100568,select_reject_application,unfair,[],0.0,0.0
122,210,2022-12-20 15:04:01.125523,5c69824b98f65b0001353794,104230,select_applications,None,104230,None,None
123,211,2022-12-20 15:04:07.364833,5c69824b98f65b0001353794,105074,select_applications,None,105074,None,None
124,213,2022-12-20 15:04:11.449156,5c69824b98f65b0001353794,105074,select_reject_application,unfair,[],0.0,0.0
125,215,2022-12-20 15:04:16.876894,5c69824b98f65b0001353794,106199,select_applications,None,106199,None,None
126,217,2022-12-20 15:04:23.380586,5c69824b98f65b0001353794,106199,select_reject_application,unfair,[],0.0,0.0
127,220,2022-12-20 15:04:28.784723,5c69824b98f65b0001353794,105617,select_applications,None,105617,None,None
128,223,2022-12-20 15:04:42.270433,5c69824b98f65b0001353794,105617,select_reject_application,unfair,[],0.0,0.0
129,225,2022-12-20 15:04:48.371544,5c69824b98f65b0001353794,104035,select_applications,None,104035,None,None
130,229,2022-12-20 15:05:00.746904,5c69824b98f65b0001353794,104035,select_reject_application,unfair,[],0.0,0.0
131,232,2022-12-20 15:05:06.242742,5c69824b98f65b0001353794,106428,select_applications,None,106428,None,None
132,235,2022-12-20 15:05:16.015780,5c69824b98f65b0001353794,106428,select_reject_application,unfair,[],0.0,0.0
133,237,2022-12-20 15:05:21.153036,5c69824b98f65b0001353794,102051,select_applications,None,102051,None,None
134,240,2022-12-20 15:05:29.581341,5c69824b98f65b0001353794,102051,select_reject_application,unfair,[],0.0,0.0
135,242,2022-12-20 15:05:34.479565,5c69824b98f65b0001353794,104294,select_applications,None,104294,None,None
136,245,2022-12-20 15:05:40.751308,5c69824b98f65b0001353794,104294,select_reject_application,unfair,[],0.0,0.0
137,247,2022-12-20 15:05:45.331598,5c69824b98f65b0001353794,104988,select_applications,None,104988,None,None
138,250,2022-12-20 15:05:55.678393,5c69824b98f65b0001353794,104988,select_reject_application,unfair,[],0.0,0.0
139,252,2022-12-20 15:06:00.587091,5c69824b98f65b0001353794,104132,select_applications,None,104132,None,None
140,255,2022-12-20 15:06:08.244069,5c69824b98f65b0001353794,104132,select_reject_application,unfair,[],0.0,0.0
141,257,2022-12-20 15:06:13.941154,5c69824b98f65b0001353794,103813,select_applications,None,103813,None,None
142,260,2022-12-20 15:06:19.363614,5c69824b98f65b0001353794,103813,select_reject_application,unfair,[],0.0,0.0
143,262,2022-12-20 15:06:23.863890,5c69824b98f65b0001353794,100422,select_applications,None,100422,None,None
144,264,2022-12-20 15:06:30.079361,5c69824b98f65b0001353794,100422,select_reject_application,unfair,[],0.0,0.0
145,267,2022-12-20 15:06:34.743821,5c69824b98f65b0001353794,104776,select_applications,None,104776,None,None
146,270,2022-12-20 15:06:40.086514,5c69824b98f65b0001353794,104776,select_reject_application,unfair,[],0.0,0.0
147,272,2022-12-20 15:06:44.693550,5c69824b98f65b0001353794,106853,select_applications,None,106853,None,None
148,275,2022-12-20 15:06:57.110317,5c69824b98f65b0001353794,106853,select_reject_application,unfair,[],0.0,0.0
149,277,2022-12-20 15:07:01.484915,5c69824b98f65b0001353794,104327,select_applications,None,104327,None,None
150,280,2022-12-20 15:07:06.548845,5c69824b98f65b0001353794,104327,select_reject_application,unfair,[],0.0,0.0
151,282,2022-12-20 15:07:11.519324,5c69824b98f65b0001353794,101440,select_applications,None,101440,None,None
152,284,2022-12-20 15:07:21.098870,5c69824b98f65b0001353794,101440,select_reject_application,unfair,[],0.0,0.0
153,287,2022-12-20 15:07:25.039297,5c69824b98f65b0001353794,102799,select_applications,None,102799,None,None
